CMANAME,CSDNAME,Facility name,URL,Full address,Facility Type,Facility Sub-Type,Exposure,Ownership Type,Civic #,Street name,Unit/block,City name,Province,Postal Code,Longitude (X),Latitude (Y),Facility Comments/Notes,Address Comments/Notes
,,West Vancouver Aquatic Centre,https://westvancouver.ca/parks-recreation/community-centres/aquatic-centre,"2121 Marine Dr, West Vancouver, BC V7V 4Y2",Aquatics,25m pool with or without other pools,Indoor,Public,2121,Marine Drive,,West Vancouver,BC,V7V 4Y2,,,"3 pools, fitness area",
,,West Vancouver Aquatic Centre,https://westvancouver.ca/parks-recreation/community-centres/aquatic-centre,"2121 Marine Dr, West Vancouver, BC V7V 4Y2",Aquatics,Leisure / wading pools,Indoor,Public,2121,Marine Drive,,West Vancouver,BC,V7V 4Y2,,,"3 pools, fitness area",
,,West Vancouver Aquatic Centre,https://westvancouver.ca/parks-recreation/community-centres/aquatic-centre,"2121 Marine Dr, West Vancouver, BC V7V 4Y2",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,2121,Marine Drive,,West Vancouver,BC,V7V 4Y2,,,"3 pools, fitness area",
,,West Vancouver Community Centre,https://westvancouver.ca/parks-recreation/community-centres/west-vancouver-community-centre,"2121 Marine Dr, West Vancouver, BC V7V 4Y2",Leisure / Community Centres,General,Indoor,Public,2121,Marine Drive,,West Vancouver,BC,V7V 4Y2,,,"community centre, fitness, gym",
,,West Vancouver Community Centre,https://westvancouver.ca/parks-recreation/community-centres/west-vancouver-community-centre,"2121 Marine Dr, West Vancouver, BC V7V 4Y2",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,2121,Marine Drive,,West Vancouver,BC,V7V 4Y2,,,"community centre, fitness, gym",
,,West Vancouver Community Centre,https://westvancouver.ca/parks-recreation/community-centres/west-vancouver-community-centre,"2121 Marine Dr, West Vancouver, BC V7V 4Y2",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,2121,Marine Drive,,West Vancouver,BC,V7V 4Y2,,,"community centre, fitness, gym",
,,Gleneagles Community Centre,https://westvancouver.ca/parks-recreation/community-centres/gleneagles-community-centre,"6262 Marine Dr, West Vancouver, BC V7W 2S5",Leisure / Community Centres,General,Indoor,Public,6262,Marine Drive,,West Vancouver,BC,V7W 2S5,,,"community centre, fitness, gym, skate park",
,,Gleneagles Community Centre,https://westvancouver.ca/parks-recreation/community-centres/gleneagles-community-centre,"6262 Marine Dr, West Vancouver, BC V7W 2S5",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,6262,Marine Drive,,West Vancouver,BC,V7W 2S5,,,"community centre, fitness, gym, skate park",
,,Gleneagles Community Centre,https://westvancouver.ca/parks-recreation/community-centres/gleneagles-community-centre,"6262 Marine Dr, West Vancouver, BC V7W 2S5",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,6262,Marine Drive,,West Vancouver,BC,V7W 2S5,,,"community centre, fitness, gym, skate park",
,,West Vancouver Tennis Club,https://wvtc.info/,"821 21st St, West Vancouver, BC V7V 4T3",Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,821,21st Street,,West Vancouver,BC,V7V 4T3,,,,
,,Seniors' Activity Centre,https://westvancouver.ca/parks-recreation/community-centres/seniors-activity-centre,"695 21st St, West Vancouver, BC V7V 4A7",Leisure / Community Centres,Seniors,Indoor,Public,695,21st Street,,West Vancouver,BC,V7V 4A7,,,,
,,Evergreen Squash Club,http://www.evergreensquash.com/w/homepage,"315 Klahanie Court, West Vancouver, BC  V7P 1V7",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Private,,,,,,,,,"racquet courts, fitness",
,,Evergreen Squash Club,http://www.evergreensquash.com/w/homepage,"315 Klahanie Court, West Vancouver, BC  V7P 1V7",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Private,,,,,,,,,"racquet courts, fitness",
,Port Moody,Port Moody Recreation Complex & Weight Room,https://www.portmoody.ca/en/recreation-parks-and-environment/fitness-and-weight-room.aspx,"300 Ioco Rd, Port Moody, BC V3H 2V7",Ice,Curling,Indoor,Public,300,Ioco Road,,Port Moody,BC,V3H 2V7,,,"curling, fitness, gym, track, sports fields",
,,Port Moody Recreation Complex & Weight Room,https://www.portmoody.ca/en/recreation-parks-and-environment/fitness-and-weight-room.aspx,"300 Loco Rd, Port Moody, BC V3H 2V7",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,300,Ioco Road,,Port Moody,BC,V3H 2V7,,,"curling, fitness, gym, track, sports fields",
,,Port Moody Recreation Complex & Weight Room,https://www.portmoody.ca/en/recreation-parks-and-environment/fitness-and-weight-room.aspx,"300 Loco Rd, Port Moody, BC V3H 2V7",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,300,Ioco Road,,Port Moody,BC,V3H 2V7,,,"curling, fitness, gym, track, sports fields",
,,Port Moody Recreation Complex & Weight Room,https://www.portmoody.ca/en/recreation-parks-and-environment/fitness-and-weight-room.aspx,"300 Loco Rd, Port Moody, BC V3H 2V7",Physical Recreation & Sports,Running tracks (track and field),Indoor,Public,300,Ioco Road,,Port Moody,BC,V3H 2V7,,,"curling, fitness, gym, track, sports fields",
,,Port Moody Recreation Complex & Weight Room,https://www.portmoody.ca/en/recreation-parks-and-environment/fitness-and-weight-room.aspx,"300 Loco Rd, Port Moody, BC V3H 2V7",Physical Recreation & Sports,Sport fields,Indoor,Public,300,Ioco Road,,Port Moody,BC,V3H 2V7,,,"curling, fitness, gym, track, sports fields",
,,Glenayre Community Centre,https://www.portmoody.ca/en/recreation-parks-and-environment/facilities-and-rentals.aspx#Glenayre-Community-Centre,"492 Glencoe Dr, Port Moody, BC V3H 1G5",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,
,,Kyle Centre,https://www.portmoody.ca/en/recreation-parks-and-environment/facilities-and-rentals.aspx#Kyle-Centre,"125 Kyle St, Port Moody, BC  V3H 3B3",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,
,,Heritage Mountain Community Centre,https://www.portmoody.ca/en/recreation-parks-and-environment/facilities-and-rentals.aspx#Heritage-Mountain-Community-Centre,"200 Panorama Pl, Port Moody, BC V3H 5H5",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,
,,Langley Curling Club ,http://langleycurlingclub.com/,"20699 42 Ave, Langley City, BC V3A 3B1",Ice,Curling,Indoor,Private,20699,42 Avenue,,Langley City,BC,V3A 3B1,,,,
,,Langley Figure Skating Club,http://www.skatelangley.com/,"20699 42 Ave, Langley City, BC V3A 3B1",Ice,Single surface,Indoor,Private,20699,42 Avenue,,Langley City,BC,V3A 3B1,,,,
,,Langley Sportsplex,http://www.sportsplexbc.com/,"20165 91a Ave, Langley City, BC V1M 3A2",Ice,Single surface,Indoor,Public,20165,91a Avenue,100,Langley City,BC,V1M 3A2,,,ice rink and private fitness facility,
,,Langley Sportsplex,http://www.sportsplexbc.com/,"20165 91a Ave, Langley City, BC V1M 3A2",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Private,20165,91a Avenue,100,Langley City,BC,V1M 3A2,,,ice rink and private fitness facility,
,,National Hockey Training Centre,https://www.nhtclangley.com/,"20740 Mufford Crescent, Langley City, BC V2Y 1N9",Ice,Single surface,Indoor,Public,20740,Mufford Crescent,110,Langley City,BC,V2Y 1N9,,,,
,,Douglas Recreation Centre,https://www.google.ca/search?ei=G0MoXvPUKozl_QaN-IGgAg&q=douglas+recreation+centre+langley&oq=douglas+recreation+centre+la&gs_l=psy-ab.3.0.0j0i22i30l3.54093.58472..59368...0.1..0.155.2457.25j3......0....1..gws-wiz.......0i71j0i273j0i131j0i67.4wrA6eaUM6k,"20550 Douglas Crescent, Langley City, BC V3A 4B3",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,20550,Douglas Crescent,,Langley City,BC,V3A 4B3,,,no website - Google comments state there is a fitness studio,
,,Willowbrook Recreation Centre,https://www.tol.ca/recreation-culture/facilities/willowbrook-recreation-centre/,"20338 65 Ave, Langley City, BC V2Y 3J1",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,20338,65 Avenue,,Langley City,BC,V2Y 3J1,,,,
,,Willoughby Community Centre,https://www.tol.ca/recreation-culture/facilities/willoughby-community-centre/,"7888 200 St, Langley City, BC V2Y 3J4",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,7888,200 Street,,Langley City,BC,V2Y 3J4,,,,
,,W.C. Blair Recreation Centre,https://www.tol.ca/recreation-culture/facilities/w.c.-blair-recreation-centre/,"22200 Fraser Hwy, Langley City, BC V3A 3T2",Aquatics,25m pool with or without other pools,Indoor,Public,22200,Fraser Highway  ,,Langley City,BC,V3A 3T2,,,"wave pool, fitness",
,,W.C. Blair Recreation Centre,https://www.tol.ca/recreation-culture/facilities/w.c.-blair-recreation-centre/,"22200 Fraser Hwy, Langley City, BC V3A 3T2",Aquatics,Spray parks / splash pads,Indoor,Public,22200,Fraser Highway  ,,Langley City,BC,V3A 3T2,,,"wave pool, fitness",
,,W.C. Blair Recreation Centre,https://www.tol.ca/recreation-culture/facilities/w.c.-blair-recreation-centre/,"22200 Fraser Hwy, Langley City, BC V3A 3T2",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,22200,Fraser Highway  ,,Langley City,BC,V3A 3T2,,,"wave pool, fitness",
,,Timms Community Centre,https://city.langley.bc.ca/index.php/parks-recreation/recreation/fitness-schedule,"20399 Douglas Crescent, Langley City, BC V3A 4B3",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,20399,Douglas Crescent,,Langley City,BC,V3A 4B3,,,"gym, fitness",
,,Timms Community Centre,https://city.langley.bc.ca/index.php/parks-recreation/recreation/fitness-schedule,"20399 Douglas Crescent, Langley City, BC V3A 4B3",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,20399,Douglas Crescent,,Langley City,BC,V3A 4B3,Douglas Crescent,,"gym, fitness",
,,George Preston Recreation Centre,https://www.tol.ca/recreation-culture/facilities/george-preston-recreation-centre/,"20699 42 Ave, Langley City, BC V3A 3B1",Ice,Single surface,Indoor,Public,,,,,,,,,,
,,Langley Senior Resources Society,http://lsrs.ca/,"20605 51b Ave, Langley City, BC V3A 9H1",Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,
,,Langley Tennis Centre,https://www.langleytenniscentre.com/,"7888 200 St, Langley City, BC V2Y 3J4",Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,,,,,,,,,,
,White Rock,Peace Arch Curling Club,https://peacearchcurling.com/,"1475 Anderson St, White Rock, BC V4B 0A8",Ice,Curling,Indoor,Public,1475,Anderson Street,,White Rock,BC,V4B 0A8,,,,
,,White Rock South Surrey Skating Club,https://www.wrsssc.com/,"1544 Foster St, White Rock, BC V4B 3X8",Ice,Single surface,Indoor,Public,1544,Foster Street,,White Rock,BC,V4B 3X8,,,,
,,Centennial Arena,https://www.whiterockcity.ca/Facilities/Facility/Details/Centennial-Park-Leisure-Centre-Arena-15,"14600 North Bluff Rd, White Rock, BC V4B 3C9",Ice,Single surface,Indoor,Public,14600,North Bluff Road,,White Rock,BC,V4B 3C9,,,Ice think (becomes dry floor from April to August),
,,Centennial Arena,https://www.whiterockcity.ca/Facilities/Facility/Details/Centennial-Park-Leisure-Centre-Arena-15,"14600 North Bluff Rd, White Rock, BC V4B 3C9",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,14600,North Bluff Road,,White Rock,BC,V4B 3C9,,,Ice think (becomes dry floor from April to August),
,,White Rock Community Centre,https://www.whiterockcity.ca/Facilities/Facility/Details/White-Rock-Community-Centre-1,"15154 Russell Ave, White Rock, BC V4B 0A6",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,
,,Kent Street Activity Centre,https://www.whiterockcity.ca/Facilities/Facility/Details/Kent-Street-Activity-Centre-12,"1475 Kent St, White Rock, BC V4B 5A2",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,
,,Horst and Emmy Werner Centre for Active Living,https://www.whiterockcity.ca/Facilities/Facility/Details/Horst-and-Emmy-Werner-Centre-for-Active--20,"1475 Anderson St, White Rock, BC V4B 0A8",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,
,,ThirdSpace,http://www.ourthirdspace.com/,"1381 George St, White Rock, BC V4B 2L1",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,
,,Pitt Meadows Arena Complex,http://www.pittmeadowsarena.com/,"11435 Bonson Rd, Pitt Meadows, BC V3Y 2S3",Ice,2+ surfaces,Indoor,Public,,,,,,,,,,
,,South Bonson Community Centre,http://www.placemaillardville.ca/,"10932 Barnston View Rd, Pitt Meadows, BC V3Y 0B9",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,
,,Pitt Meadows Family Recreation Centre,https://www.pittmeadows.ca/parks-recreation/parks-fields-facilities/parks-list/pitt-meadows-family-recreation-centre,"12027 Harris Rd, Pitt Meadows, BC V3Y 0B9",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"fitness, gym, sports",
,,Pitt Meadows Family Recreation Centre,https://www.pittmeadows.ca/parks-recreation/parks-fields-facilities/parks-list/pitt-meadows-family-recreation-centre,"12027 Harris Rd, Pitt Meadows, BC V3Y 0B9",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,"fitness, gym, sports",
,,Pitt Meadows Family Recreation Centre,https://www.pittmeadows.ca/parks-recreation/parks-fields-facilities/parks-list/pitt-meadows-family-recreation-centre,"12027 Harris Rd, Pitt Meadows, BC V3Y 0B9",Physical Recreation & Sports,Sport fields,Indoor,Public,,,,,,,,,"fitness, gym, sports",
,Bowen Island,Bowen Island Community Recreation,https://www.bowencommunityrecreation.com/,"1041 Mt Gardner Rd, Bowen Island, BC V0N 1G0",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,
,,Bowen Island Community Recreation,https://www.bowencommunityrecreation.com/,"1041 Mt Gardner Rd, Bowen Island, BC V0N 1G0",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,
,Capilano 5,,,,,,,,,,,,,,,,,
,Anmore,,,,,,,,,,,,,,,,,
,Burrard Inlet 3,,,,,,,,,,,,,,,,,
,Musqueam 2,,,,,,,,,,,,,,,,,
,Lions Bay,,,,,,,,,,,,,,,,,
,Tsawwassen,,,,,,,,,,,,,,,,,
,Belcarra,,,,,,,,,,,,,,,,,
,Mission 1,,,,,,,,,,,,,,,,,
,Matsqui 4,,,,,,,,,,,,,,,,,
,Katzie 1,,,,,,,,,,,,,,,,,
,Seymour Creek 2,,,,,,,,,,,,,,,,,
,Semiahmoo,,,,,,,,,,,,,,,,,
,McMillan Island 6,,,,,,,,,,,,,,,,,
,Coquitlam 1,,,,,,,,,,,,,,,,,
,Barnston Island 3,,,,,,,,,,,,,,,,,
,Katzie 2,,,,,,,,,,,,,,,,,
,Musqueam 4,,,,,,,,,,,,,,,,,
,Coquitlam 2,,,,,,,,,,,,,,,,,
,Langley 5,,,,,,,,,,,,,,,,,
,Whonnock 1,,,,,,,,,,,,,,,,,
