Facility_ID,Facility_Name,STC Standard Civic Address
317,Fraser Heights Recreation Centre,"10588 160 ST, SURREY, BC"
320,Chuck Bailey Recreation Centre,"13458 107A AVE, SURREY, BC"
324,Cloverdale Recreation Centre,"6188 176 ST, SURREY, BC"
327,Don Christian Recreation Centre,"6220 184 ST, SURREY, BC"
328,Fleetwood Community Centre,"15996 84 AVE, SURREY, BC"
331,Kensington Prairie Community Centre,"16824 32 AVE, SURREY, BC"
333,Clayton Hall,"18513 70 AVE, SURREY, BC"
334,The Tennis Centre,"5891 144 ST, SURREY, BC"
336,Sullivan's Community Hall,"6306 152 ST, SURREY, BC"
337,Sunnyside Community Hall,"1845 154 ST, SURREY, BC"
338,Newton Youth Hub,"114-13479 76 AVE, SURREY, BC"
339,Kennedy Community Hall,"8870 120 ST, SURREY, BC"
340,Canlan Ice Sports/Scotia Barn,"6501 SPROTT ST, BURNABY, BC"
342,Kensington Park Rink,"6159 CURTIS ST, BURNABY, BC"
343,Bill Copeland Sports Centre,"3676 KENSINGTON AVE, BURNABY, BC"
344,Burnaby Lake Arena,"3676 KENSINGTON AVE; BURNABY, BRITISH COLUMBIA"
345,C.G. Brown Memorial Pool,"3702 KENSINGTON AVE, BURNABY, BC"
348,Eileen Dailly Leisure Pool & Fitness Centre,"240 WILLINGDON AVE, BURNABY, BC"
351,Bonsor Recreation Complex,"6550 BONSOR AVE, BURNABY, BC"
356,Confederation Park,"4709 PANDORA ST, BURNABY, BC"
360,Cameron Recreation Complex,"9523 CAMERON ST, BURNABY, BC"
364,BCIT Recreation Services,"3700, WILLINGDON AVE, BURNABY, BC"
367,Burnaby Tennis Club,"3890 KENSINGTON AVE, BURNABY, BC"
368,Wesburn Community Centre,"4781 PARKWOOD AVE, BURNABY, BC"
369,Willingdon Community Centre,"1491 CARLETON AVE, BURNABY, BC"
372,Confederation Community Centre,"4585 ALBERT ST, BURNABY, BC"
374,Brentwood Community Resource Centre,"2055 ROSSER AVE, BURNABY, BC"
375,Edmonds Community Centre,"7433 EDMONDS ST, BURNABY, BC"
381,Bonsor 55+ Seniors Centre,"6533 NELSON AVE, BURNABY, BC"
382,Burnaby Community Services,"2055 ROSSER AVE, BURNABY, BC"
383,Charles Rummel Centre,"3630 LOZELLS AVE, BURNABY, BC"
384,Scandinavian Community Centre,"6540 THOMAS ST, BURNABY, BC"
385,Burnaby Winter Club,"4990 CANADA WAY, BURNABY, BC"
386,Dynamo Swim Club,"3702 KENSINGTON AVE, BURNABY, BC"
387,Creekside Youth Centre,"2720 BEAVERBROOK CRESCENT, BURNABY, BC"
390,Greentree Community Centre,"4295 GARDEN GROVE DR, BURNABY, BC"
393,Vancouver Madinah,"5757 BERESFORD ST, BURNABY, BC"
394,South Burnaby Neighbourhood House,"4460 BERESFORD ST, BURNABY, BC"
395,Richmond Ice Centre,"14140 TRIANGLE RD, RICHMOND, BC"
396,Richmond Curling Centre,"5540 HOLLYBRIDGE WAY, RICHMOND, BC"
397,South Arm Community Centre,"8880 WILLIAMS RD, RICHMOND, BC"
400,Steveston Community Centre,"4111 MONCTON STREET, RICHMOND, BC"
405,City Centre Community Centre,"105-5900 MINORU BLVD, RICHMOND, BC"
407,Lang Centre,"8279 SABA RD SUITE 140, RICHMOND, BC"
408,Vancouver International Tennis Academy,"11111 HORSESHOE WAY, RICHMOND, BC"
413,Richmond Tennis Club,"6820 GILBERT RD, RICHMOND, BC"
414,Minoru Aquatic Centre,"7560 MINORU GATE, RICHMOND, BC"
417,Minoru Centre for Active Living,"7191 GRANVILLE AVE, RICHMOND, BC"
419,Minoru Arenas,"7551 MINORU GATE, RICHMOND, BC"
420,Thompson Community Centre,"5151 GRANVILLE AVE, RICHMOND, BC"
423,Cambie Community Centre,"12800 CAMBIE RD, RICHMOND, BC"
426,Hamilton Community Centre,"5140 SMITH DR, RICHMOND, BC"
428,Shia Muslim Community Centre,"8580 NO 5 RD, RICHMOND, BC"
429,Richmond Olympic Oval,"6111 RIVER RD, RICHMOND, BC"
434,Watermania,"14300 ENTERTAINMENT BLVD, RICHMOND, BC"
438,Marina's Swim School ,"1751 SAVAGE RD, RICHMOND, BC"
439,West Richmond Community Centre,"9180 NO 1 RD, RICHMOND, BC"
443,Sea Island Community Centre,"7140 MILLER RD, RICHMOND, BC"
445,Badminton Vancouver,"110-13100 MITCHELL RD, RICHMOND, BC"
446,Stage 18 Badminton Centre,"170-2351 NO 6 RD, RICHMOND, BC"
447,Richmond Pro Badminton Centre,"130-5800 MINORU BLVD, RICHMOND, BC"
448,Poirier Sport & Leisure Complex,"633 POIRIER ST, COQUITLAM, BC"
453,Smiling Creek Activity Centre,"3456 PRINCETON AVE, COQUITLAM, BC"
455,City Centre Aquatic Complex,"1210 PINETREE WAY, COQUITLAM, BC"
459,Planet Ice ,"2300 ROCKET WAY, COQUITLAM, BC"
461,Centennial Activity Centre,"578 POIRIER ST, COQUITLAM, BC"
463,Place Maillardville Community Centre,"1200-1200 CARTIER AVE, COQUITLAM, BC"
464,Poirier Community Centre,"630 POIRIER ST, COQUITLAM, BC"
466,Glen Pine Pavilion,"1200 GLEN PINE COURT, COQUITLAM, BC"
468,West Coast Swim School,"631 LOUGHEED HWY, COQUITLAM, BC"
469,Dogwood Pavilion,"1655 WINSLOW AVE, COQUITLAM, BC"
470,Chimo Aquatic and Fitness Centre,633 POIRIER ST
474,Summit Community Centre,"1450 PARKWAY BLVD, COQUITLAM, BC"
476,Pinetree Community Centre,"1260 PINETREE WAY, COQUITLAM, BC"
479,Canlan Ice Sports,"5700 LANGLEY BYPASS, LANGLEY CITY, BC"
480,Walnut Grove Community Centre,"8889 WALNUT GROVE DR, LANGLEY TWP, BC"
484,Aldergrove Kinsmen Community Centre,"26770 29 AVE, LANGLEY TWP, BC"
485,Aldergrove Credit Union Community Centre,"27032 FRASER HWY, ALDERGROVE, BC"
487,Tilbury Ice,"7187 VANTAGE WAY, DELTA, BC"
488,Delta Thistle Curling Club,"11415 84 AVE, DELTA, BC"
489,Great Pacific Forum Planet Ice Delta,"10388 NORDEL CT, DELTA, BC"
490,North Delta Recreation Centre,"11415 84 AVE, DELTA, BC"
494,Sungod Recreation Centre,"7815 112 ST, DELTA, BC"
499,Tunnel Town Curling Club,"1720 56 ST, DELTA, BC"
500,Sunshine Hills Tennis Club,"6748 CARNCROSS CRESCENT, DELTA, BC"
501,Boys & Girls Clubs of South Coast BC,"11339 84 AVE, DELTA, BC"
502,Ladner Community Centre,"4734 51 ST, DELTA, BC"
504,Ladner Leisure Centre,"4600 CLARENCE TAYLOR CRESCENT, DELTA, BC"
509,Winskill Aquatic and Fitness Centre,"5575 9 AVE, DELTA, BC"
512,South Delta Recreation Centre,"1720 56 ST, DELTA, BC"
515,McKee Senior's Recreation Centre,"5155 47 AVE, DELTA, BC"
517,Delbrook Community Recreation Centre,"851 W QUEENS RD, NORTH VANCOUVER, BC"
523,North Shore Winter Club,"1325 KEITH RD E, NORTH VANCOUVER, BC"
526,Seylynn Community Recreation Centre,"625 MOUNTAIN HWY, NORTH VANCOUVER, BC"
528,John Braithwaite Community Centre,"145 W 1ST ST, NORTH VANCOUVER, BC"
533,Harry Jerome Community Recreation Centre,"123 23RD ST E, NORTH VANCOUVER, BC"
537,Chief Joe Mathias Centre,"100 LOWER CAPILANO RD, NORTH VANCOUVER, BC"
538,Mickey McDougall Community Recreation Centre,"240 23RD ST E, NORTH VANCOUVER, BC"
540,Karen Magnussen Community Recreation Centre,"2300 KIRKSTONE RD, NORTH VANCOUVER, BC"
542,Ron Andrews Community Recreation Centre,"931 LYTTON ST, NORTH VANCOUVER, BC"
545,Lynn Valley Community Recreation Centre,"3590 MOUNTAIN HWY, NORTH VANCOUVER, BC"
546,Parkgate Community Centre,"3625 BANFF CT, NORTH VANCOUVER, BC"
549,North Vancouver Tennis Centre,"280 LLOYD AVE, NORTH VANCOUVER, BC"
550,Capilano Tennis Club,"2500 CAPILANO RD, NORTH VANCOUVER, BC"
551,North Shore Neighbourhood House,"225 2ND ST E, NORTH VANCOUVER, BC"
553,Tsleil-Waututh Cultural and Recreation Centre,"3010 SLEIL WAUTUTH RD, NORTH VANCOUVER, BC"
555,LVSS at Mollie NYE House,"940 LYNN VALLEY RD, NORTH VANCOUVER, BC"
556,Memorial Community Recreation Centre,"123 EAST 23RD STREET, NORTH VANCOUVER, BC"
558,Golden Ears Winter Club,"23580 105 AVE, MAPLE RIDGE, BC"
559,Planet Ice - Maple Ridge,"23588 105 AVE, MAPLE RIDGE, BC"
560,CEED Centre Society,"11739 223 ST, MAPLE RIDGE, BC"
561,Greg Moore Youth Centre,"11925 HANEY PL, MAPLE RIDGE, BC"
562,Maple Ridge Leisure Centre,"11925 HANEY PL, MAPLE RIDGE, BC"
567,Ruskin Community Hall,"28395 96 AVE, MAPLE RIDGE, BC"
568,Thornhill Community Hall,"26007 98 AVE, MAPLE RIDGE, BC"
569,Maple Ridge Seniors Activity Centre,"12150 224 ST, MAPLE RIDGE, BC"
570,Queen's Park Arena,"1ST ST &, 3RD AVE, NEW WESTMINSTER, BC"
572,Moody Park Arena,"701 8TH AVE, NEW WESTMINSTER, BC"
573,Canada Games Pool,"65 E SIXTH AVE, NEW WESTMINSTER, BC"
575,Centennial Community Centre,"65 E SIXTH AVE, NEW WESTMINSTER, BC"
577,Century House,"620 8TH ST, NEW WESTMINSTER, BC"
579,Queensborough Community Centre,"920 EWEN AVE, NEW WESTMINSTER, BC"
581,Royal City Curling Club,"75 6 AVE E, NEW WESTMINSTER, BC"
582,New West Youth Centre,"620 8TH ST, NEW WESTMINSTER, BC"
584,New Westminster Tennis Club,"305 ROYAL AVE, NEW WESTMINSTER, BC"
585,Port Coquitlam Community Centre,"2150 WILSON AVE, PORT COQUITLAM, BC"
590,Hyde Creek Recreation Centre,"1379 LAURIER AVE, PORT COQUITLAM, BC"
595,Shuttlesport Badminton Academy,"1120-550 SHERLING PL, PORT COQUITLAM, BC"
596,Ice Arena - West Vancouver,"786 22ND ST, WEST VANCOUVER, BC"
597,Hollyburn Country Club,"950 CROSS CREEK ROAD, WEST VANCOUVER, BC"
602,West Vancouver Aquatic Centre,"2121 MARINE DR, WEST VANCOUVER, BC"
605,West Vancouver Community Centre,"2121 MARINE DR, WEST VANCOUVER, BC"
608,Gleneagles Community Centre,"6262 MARINE DR, WEST VANCOUVER, BC"
611,West Vancouver Tennis Club,"821 21ST ST, WEST VANCOUVER, BC"
612,Seniors' Activity Centre,"695 21ST ST, WEST VANCOUVER, BC"
613,Evergreen Squash Club,"315 KLAHANIE COURT, WEST VANCOUVER, BC"
615,Port Moody Recreation Complex & Weight Room,"300 IOCO RD, PORT MOODY, BC"
620,Glenayre Community Centre,"492 GLENCOE DR, PORT MOODY, BC"
621,Kyle Centre,"125 KYLE ST, PORT MOODY, BC"
622,Heritage Mountain Community Centre,"200 PANORAMA PL, PORT MOODY, BC"
623,Langley Curling Club ,"20699 42 AVE, LANGLEY CITY, BC"
624,Langley Figure Skating Club,"20699 42 AVE, LANGLEY CITY, BC"
625,Langley Sportsplex,"100-20165 91A AVE, LANGLEY CITY, BC"
627,National Hockey Training Centre,"110-20740 MUFFORD CRESCENT, LANGLEY CITY, BC"
628,Douglas Recreation Centre,"20550 DOUGLAS CRESCENT, LANGLEY CITY, BC"
629,Willowbrook Recreation Centre,"20338 65 AVE, LANGLEY CITY, BC"
630,Willoughby Community Centre,"7888 200 ST, LANGLEY CITY, BC"
631,W.C. Blair Recreation Centre,"22200 FRASER HWY, LANGLEY CITY, BC"
634,Timms Community Centre,"20399 DOUGLAS CRESCENT, LANGLEY CITY, BC"
636,George Preston Recreation Centre,"20699 42 AVE, LANGLEY CITY, BC"
637,Langley Senior Resources Society,"20605 51B AVE, LANGLEY CITY, BC"
638,Langley Tennis Centre,"7888 200 ST, LANGLEY CITY, BC"
639,Peace Arch Curling Club,"1475 ANDERSON ST, WHITE ROCK, BC"
640,White Rock South Surrey Skating Club,"1544 FOSTER ST, WHITE ROCK, BC"
641,Centennial Arena,"14600 NORTH BLUFF RD, WHITE ROCK, BC"
643,White Rock Community Centre,"15154 RUSSELL AVE, WHITE ROCK, BC"
644,Kent Street Activity Centre,"1475 KENT ST, WHITE ROCK, BC"
645,Horst and Emmy Werner Centre for Active Living,"1475 ANDERSON ST, WHITE ROCK, BC"
646,ThirdSpace,"1-1381 GEORGE ST, WHITE ROCK, BC"
647,Pitt Meadows Arena Complex,"11435 BONSON RD, PITT MEADOWS, BC"
648,South Bonson Community Centre,"10932 BARNSTON VIEW RD, PITT MEADOWS, BC"
649,Pitt Meadows Family Recreation Centre,"12027 HARRIS RD, PITT MEADOWS, BC"
652,Bowen Island Community Recreation,"1041 MT GARDNER RD, BOWEN ISLAND, BC"
654,Cedar Hill Recreation Centre,"3220 CEDAR HILL ROAD, VICTORIA, BC"
658,G.R. Pearkes Recreation Centre,"3100 TILLICUM ROAD, VICTORIA, BC"
663,Gordon Head Recreation Centre,"4100 LAMBRICK PARK WAY, VICTORIA, BC"
667,Saanich Commonwealth Place,"4636 ELK LAKE DRIVE, VICTORIA, BC"
672,Saanich Skating Club,"3100 TILLICUM RD, VICTORIA, BC"
673,Saanich Neighbourhood Place,"3100 TILLICUM RD, VICTORIA, BC"
674,Royal Oak Neighbourhood House,"4525 W SAANICH RD, VICTORIA, BC"
675,Braefoot Community Association,"1359 MCKENZIE AVE, VICTORIA, BC"
676,Rogers Society,"765 ROGERS AVE, VICTORIA, BC"
678,Victoria Swim Lab,"1655 ASH RD, VICTORIA, BC"
679,Royal Oak Women's Institute Hall,"4516 W SAANICH RD, VICTORIA, BC"
680,Saanich Tennis Club,"4301 VIEWMONT AVE, VICTORIA, BC"
681,Cordova Bay Community Club,"941 SUTCLIFFE RD, VICTORIA, BC"
684,Saanich Silver Threads Centre,"286 HAMPTON ROAD, VICTORIA, BC"
686,Cordova Bay 55 Plus,"1-5238 CORDOVA BAY ROAD, VICTORIA, BC"
688,Goward House,"2495 ARBUTUS ROAD, VICTORIA B.C"
689,Les Passmore Centre,"286 HAMPTON ROAD, VICTORIA B.C"
691,Save-On-Foods Memorial Centre,"1925 BLANSHARD ST, VICTORIA, BC"
693,Crystal Pool & Fitness Centre,"2275 QUADRA ST, VICTORIA, BC"
696,Fernwood Community Centre,"1240 GLADSTONE AVE, VICTORIA, BC"
698,Garry Oak Room,"1341 THURLOW RD, VICTORIA, BC"
699,Quadra Village Community Centre,"901 KINGS RD, VICTORIA, BC"
701,Victoria West Community Centre,"521 CRAIGFLOWER RD, VICTORIA, BC"
703,James Bay Community School Centre,"140 OSWEGO ST, VICTORIA, BC"
704,Fairfield Gonzales Community Association,"1330 FAIRFIELD ROAD, VICTORIA, BC"
707,James Bay New Horizons Society,"234 MENZIES ST, VICTORIA, BC"
708,Cook Street Village Activity Centre,"1-380 COOK ST, VICTORIA, BC"
710,Burnside Gorge Community Centre,"471 CECELIA RD, VICTORIA, BC"
712,Oaklands Community Centre,"1-2827 BELMONT AVE, VICTORIA, BC"
713,Boys & Girls Club of Greater Victoria,"301- 1195 ESQUIMALT RD, VICTORIA, BC"
714,Wurtele Arena,"737 ADMIRALS RD, VICTORIA, BC"
715,McKinnon Pool,"3800 FINNERTY RD, VICTORIA, BC"
716,Victoria Athletic Club,"463 BELLEVILLE ST, VICTORIA, BC"
720,Vancouver Island YMCA/YWCA (Victoria Downtown),"851 BROUGHTON ST, VICTORIA, BC"
722,Community Living Victoria,"3861 CEDAR HILL CROSS RD, VICTORIA, BC"
724,Four Corners Community Collective,"1508 HAULTAIN ST, VICTORIA, BC"
725,Cool Aid/Downtown Community Centre,"755 PANDORA AVE, VICTORIA, BC"
727,Victoria Curling Club,"1952 QUADRA ST, VICTORIA, BC"
728,Victoria Native Friendship Centre,"231 REGINA AVE, VICTORIA, BC"
729,Ian Stewart Complex,"3964 GORDON HEAD RD, VICTORIA, BC"
734,"Centre for Athletics, Recreation and Special Abilities","MCKENZIE AVE & GABRIOLA ROAD, VICTORIA, BC"
738,Beacon Community Services,"2723 QUADRA STREET, VICTORIA, BC"
739,Philippine Bayanihan Community Centre,"1709 BLANSHARD ST, VICTORIA, BC"
741,Victoria Silver Threads Centre,"2340 RICHMOND ROAD, VICTORIA, BC"
743,Inter-Cultural Association of Greater Victoria,"930 BALMORAL ROAD, VICTORIA BC"
744,Our Place Society,"919 PANDORA AVENUE, VICTORIA, BC"
745,Queer IslandZ Community Centre ,"3 FAN TAN ALLEY, VICTORIA, BC"
746,Prospect Lake Community Hall,"5358 SPARTON RD, VICTORIA, BC"
747,City Centre Park,"1089 LANGFORD PKWY, VICTORIA, BC"
751,Vancouver Island YMCA/YWCA (Langford Westhills),"1319 WESTHILLS DR, VICTORIA, BC"
754,North Langford Recreation Centre,"1997 COUNTRY CLUB WAY, VICTORIA, BC"
758,Centennial Centre,"2805 CARLOW RD, VICTORIA, BC"
760,Oak Bay Recreation Centre,"1975 BEE ST, VICTORIA, BC"
766,Henderson Recreation Centre,"2291 CEDAR HILL CROSS RD, VICTORIA, BC"
769,Monterey Recreation Centre,"1442 MONTEREY AVENUE, VICTORIA BC,"
771,Oak Bay Tennis Club,"2506 BOWKER AVE, VICTORIA, BC"
772,Windsor Pavilion,"2451 WINDSOR ROAD, VICTORIA, BC"
773,Neighbourhood Learning Centre,"2121 CADBORO BAY ROAD, VICTORIA, BC"
776,Esquimalt Recreation Centre,"527 FRASER ST, VICTORIA, BC"
781,Esquimalt Teen Centre,"528 FRASER STREET, ESQUIMALT, BC"
782,Archie Browning Sports Centre,"1151 ESQUIMALT RD, VICTORIA, BC"
786,Silver Bow Studio,"15-1182 COLVILLE RD, VICTORIA, BC"
787,Naden Athletic Centre,"1200 WOODWAY RD, VICTORIA, BC"
793,Esquimalt Neighbourhood House Society,"511 CONSTANCE AVE, VICTORIA, BC"
794,Esquimalt Military Family Resource Centre,"2610 ROSEBANK RD, VICTORIA, BC"
795,Westshore 55+ Recreation Centre,"1767 ISLAND HWY, BUILDING 3, VICTORIA, BC"
796,Juan de Fuca Recreation Centre,"1767 ISLAND HWY, VICTORIA, BC"
802,Colwood Community Hall,"2219 SOOKE RD, COLWOOD, BC"
803,Colwood Pacific Activity Centre (CPAC),"2610 ROSEBANK RD, VICTORIA, BC"
804,Central Saanich Cultural Centre,"1209 CLARKE RD, BRENTWOOD BAY, BC"
805,Brentwood Bay Community Hall,"7082 WALLACE DR, BRENTWOOD BAY, BC"
808,Beacon Community Services Early Years Centre,"1649 MT NEWTON CROSS RD, SAANICHTON, BC"
809,Central Saanich Senior Citizens Association,"1229 CLARKE RD, BRENTWOOD BAY, BC"
810,Seaparc Leisure Complex,"2168 PHILLIPS RD, SOOKE, BC"
815,Royal Roads University Recreation Centre,"2005 SOOKE RD, VICTORIA, BC"
816,Sooke Community Hall,"2037 SHEILDS RD, SOOKE, BC"
817,Shirley Community Hall,"2795 SHERINGHAM POINT RD, SHIRLEY, BC"
818,Greenglade Community Centre,"2151 LANNON WAY, SIDNEY, BC"
821,SHOAL Community Centre,"10030 RESTHAVEN DR, SIDNEY, BC"
823,Summergate Recreation Centre,"2045 SUMMERGATE BLVD, SIDNEY, BC"
824,McTavish Academy of Art,"1720 MCTAVISH RD, NORTH SAANICH, BC"
826,Panorama Recreation,"1885 FOREST PARK DR, NORTH SAANICH, BC"
833,Pauquachin Community Hall,"9010 W SAANICH RD, NORTH SAANICH, BC"
834,Strawberry Vale Community Club,"11 HIGH ST, VICTORIA, BC"
837,Vancouver Island YMCA-YWCA (Eagle Creek) ,"110-25 HELMCKEN RD, VICTORIA, BC"
838,Songhees Wellness Centre,"1500 ADMIRALS RD, VICTORIA, BC"
841,View Royal Community Hall,"279 ISLAND HWY, VICTORIA, BC"
842,Metchosin Community Hall,"450 CREED RD, VICTORIA, BC"
843,Seniors' Resource Centre,"4495 HAPPY VALLEY RD, VICTORIA, BC"
844,Highlands Community Hall,"729 FINLAYSON ARM RD, VICTORIA, BC"
845,West Hillhurst CA,"1940 6 AV NW, CALGARY, AB"
849,Triwood CA,"2244 CHICOUTIMI DR NW, CALGARY, AB"
851,Huntington Hills CA,"520 78 AV NW, CALGARY, AB"
855,Lake Bonavista Recreation Centre,"1401 ACADIA DR SE, CALGARY, AB"
859,Thorncliffe / Greenview CA,"5600 CENTRE ST NE, CALGARY, AB"
861,Acadia Recreation Complex,"240 90 AV SE , CALGARY, AB"
864,Brentwood Sportsplex,"1520B NORTHMOUNT DR NW, CALGARY, AB"
865,Bowness Community Centre and Arena,"7904 43 AV NW, CALGARY, AB"
866,Oakridge CA,"9504 OAKFIELD DR SW, CALGARY, AB"
868,Repsol Sport Centre,"2225 MACLEOD TR SE, CALGARY, AB"
871,Max Bell #2,"1001 BARLOW TR SE, CALGARY, AB"
872,Stew Hendry Arena,"814 13 AV NE, CALGARY, AB"
873,WinSport,"88 CANADA OLYMPIC RD SW, CALGARY, AB"
875,Brookfield Residential YMCA at Seton,"4995 MARKET ST SE, CALGARY, AB"
879,Jack Setters Arena,"2086 69 AVE SE, CALGARY, AB"
880,Southland Leisure Centre,"2000 SOUTHLAND DR SW, CALGARY, AB"
883,South Health Campus YMCA,"4448 FRONT ST SE, CALGARY, AB"
884,Saddletowne YMCA,"7556 FALCONRIDGE BV NE, CALGARY, AB"
888,Westside Recreation Centre,"2000 69 ST SW, CALGARY, AB"
892,Gray Family Eau Claire YMCA,"101 3 ST SW, CALGARY, AB"
894,Killarney Aquatic & Recreation Centre,"1919 29 ST SW, CALGARY, AB"
896,Murray Copot Arena,"6727 CENTRE STREET NW, CALGARY, AB"
897,Crowchild Twin Arenas,"185 SCENIC ACRES DR NW, CALGARY, AB"
898,Jimmy Condon Arena,"502 HERITAGE DR SW, CALGARY, AB"
899,Vivo for Healthier Generations,"11950 COUNTRY VILLAGE LI NE, CALGARY, AB"
904,Crowfoot Arena,"8080 JOHN LAURIE BV NW, CALGARY, AB"
905,Remington YMCA in Quarry Park,"108 QUARRY PARK RD SE, CALGARY, AB"
909,Mount Pleasant Sportsplex,"610 23 AVE NW, CALGARY, AB"
911,Stu Peppard Arena,"5320 19 ST SW, CALGARY, AB"
912,Trico Centre for Family Wellness,"11150 BONAVENTURE DR SE, CALGARY, AB"
918,Rose Kohn Arena,"502 HERITAGE DR SW, CALGARY, AB"
919,Father David Bauer Arena,"2424 UNIVERSITY DR NW, CALGARY, AB"
920,Shane Homes YMCA at Rocky Ridge,"11300 ROCKY RIDGE RD NW, CALGARY, AB"
926,Shouldice Arena,"1515 HOME RD NW, CALGARY, AB"
927,Frank McCool Arena,"1900 LAKE BONAVISTA DR SE, CALGARY, AB"
928,Foothills Aquatic Centre,"2915 24 AVE. N.W, CALGARY, AB"
930,Sir Winston Churchill Aquatic & Rec Ctr,"1520 NORTHMOUNT DR NW, CALGARY, AB"
933,Inglewood Aquatic Centre,"1525 17 AV SE, CALGARY, AB"
934,Renfrew Aquatic & Recreation Centre,"810 13 AV NE, CALGARY, AB"
937,Southland (Joseph Kryczka Arena),"2000 SOUTHLAND DR SW, CALGARY, AB"
938,Vecova Centre for Disability Services and Research,"3304 33 ST NW, CALGARY, AB"
939,Beltline Aquatic & Fitness Centre,"221 12 AV SW, CALGARY, AB"
942,Glenmore Aquatic Centre,"5330 19 ST SW, CALGARY, AB"
944,Great Plains Recreation Facility,"5749 76 AV SE, CALGARY, AB"
945,Ernie Starr Arena,"4808 14 AV SE, CALGARY, AB"
946,Shawnessy YMCA,"333 SHAWVILLE BV SE, CALGARY, AB"
951,Don Hartman North East Sportsplex,"5200 68 ST NE, CALGARY, AB"
954,Calgary Soccer Centre,"7000 48 ST SE, CALGARY, AB"
955,Village Square Arena #2,"2623 56 ST NE, CALGARY, AB"
958,Southland (Ed Whalen Arena),"2000 SOUTHLAND DR SW, CALGARY, AB"
959,Canyon Meadows Aquatic & Fitness Centre,"89 CANOVA RD SW, CALGARY, AB"
962,Cardel Rec South,"333 SHAWVILLE BV SE, CALGARY, AB"
965,Henry Viney Arena,"814 13 AV NE, CALGARY, AB"
966,Wildflower Arts Centre,"3363 SPRUCE DR SW, CALGARY, AB"
967,Genesis Centre of Community Wellness,"7555 FALCONRIDGE BV NE, CALGARY, AB"
971,Shouldice Aquatic Centre,"5303 BOWNESS RD NW, CALGARY, AB"
972,Flames Community Arenas,"2390 47 AV SW, CALGARY, AB"
973,Thornhill Aquatic & Recreation Centre,"6715 CENTRE ST NW, CALGARY, AB"
976,Optimist Arena,"5020 26 AV SW, CALGARY, AB"
981,Village Square Leisure Centre,"2623 56 ST NE, CALGARY, AB"
989,Village Square Arena #1,"2623 56 ST NE, CALGARY, AB"
990,Acadia Aquatic & Fitness Centre,"9009 FAIRMOUNT DR SE, CALGARY, AB"
992,Bob Bahan Aquatic & Fitness Centre,"4812 14 AV SE, CALGARY, AB"
995,Melcor YMCA at Crowfoot,"8100 JOHN LAURIE BV NW, CALGARY, AB"
999,George Blundun Arena,"5020 26 AV SW, CALGARY, AB"
1000,East Calgary Twin Arenas,"299 ERIN WOODS DR SE, CALGARY, AB"
1001,Citadel Community Centre,"860 CITADEL DR NW, CALGARY, AB"
1002,Albert Park / Radisson Heights Community Centre,"2636 12 AV SE, CALGARY, AB"
1003,Copperfield & Mahogany Community Center,"6 COPPERSTONE WAY SE, CALGARY, AB"
1004,Tuscany Community Centre,"212 TUSCANY WAY NW, CALGARY, AB"
1006,Glamorgan Community Centre,"4207 41 AV SW, CALGARY, AB"
1007,Whitehorn Community Centre,"228 WHITEHORN RD NE, CALGARY, AB"
1010,Pineridge Community Centre,"6024 RUNDLEHORN DR NE, CALGARY, AB"
1011,Kingsland Community Centre,"505 78 AV SW, CALGARY, AB"
1013,Woodcreek Community Centre,"1991 WOODVIEW DR SW, CALGARY, AB"
1014,McKenzie Lake Community Centre,"16198 MCKENZIE LAKE WY SE, CALGARY, AB"
1017,Lake Bonavista Downs Community Centre,"1418 LAKE ONTARIO RD SE, CALGARY, AB"
1018,Highland Park Community Centre,"3716 2 ST NW, CALGARY, AB"
1020,"Palliser, Bayview, Pumphill Community Centre","2323 PALLISER DR SW, CALGARY, AB"
1021,Beltline Victoria and Connaught Community Centre,"1302 6 ST SE, CALGARY, AB"
1022,Brentwood Community Centre,"5107 33 ST NW, CALGARY, AB"
1023,Scarboro Community Centre,"1727 14 AV SW, CALGARY, AB"
1024,Strathcona/Christie Park Community Centre,"277 STRATHCONA DR SW, CALGARY, AB"
1025,Penbrooke Meadows Community Centre,"6100 8 AV SE, CALGARY, AB"
1027,Hounsfield Heights/Briar Hill Community Centre,"1922 14 AV NW, CALGARY, AB"
1029,Haysboro Community Centre,"1204 89 AV SW, CALGARY, AB"
1030,Rosemont Community Centre,"2807 10 ST NW, CALGARY, AB"
1031,West Hillhurst Community Centre,"1940 6 AV NW, CALGARY, AB"
1035,Parkhill/Stanley Park Community Centre,"4013 STANLEY RD SW, CALGARY, AB"
1037,Killarney/Glengarry Community Centre,"2828 28 ST SW, CALGARY, AB"
1038,Hillhurst/Sunnyside Community Centre,"1320 5 AV NW, CALGARY, AB"
1039,Rosedale Community Centre,"901 11 AV NW, CALGARY, AB"
1041,Montgomery Community Centre,"5003 - 16 AV NW, CALGARY, AB"
1044,Chaparral Residents Association,"225 CHAPARRAL DR SE, CALGARY, AB"
1045,Elbow Park Community Centre,"800 34 AV SW, CALGARY, AB"
1046,Falconridge/Castleridge Community Centre,"95 FALSHIRE DR NE, CALGARY, AB"
1047,Inglewood Community Centre,"1740 24 AV SE, CALGARY, AB"
1048,Richmond/Knob Hill Community Centre,"2433 26 AV SW, CALGARY, AB"
1049,Highwood Community Centre,"16 HARLOW AV NW, CALGARY, AB"
1050,Windsor Park Community Centre,"5304 6 ST SW, CALGARY, AB"
